,Timestamp,Estado,Consumo Residencial,Consumo Industrial,Populacao,PIB
4744,ago. 2010,Mato Grosso do Sul,92.039,89.126,2449024,47270656394
4745,set. 2010,Mato Grosso do Sul,104.268,86.465,2449024,47270656394
4746,out. 2010,Mato Grosso do Sul,104.941,80.797,2449024,47270656394
4747,nov. 2010,Mato Grosso do Sul,105.067,80.518,2449024,47270656394
4748,dez. 2010,Mato Grosso do Sul,114.870,83.321,2449024,47270656394
4749,jan. 2011,Mato Grosso do Sul,113.733,80.537,2477542,55133162451
4750,fev. 2011,Mato Grosso do Sul,112.462,81.707,2477542,55133162451
4751,mar. 2011,Mato Grosso do Sul,115.797,87.380,2477542,55133162451
4752,abr. 2011,Mato Grosso do Sul,112.246,92.533,2477542,55133162451
4753,mai. 2011,Mato Grosso do Sul,109.616,87.677,2477542,55133162451
4754,jun. 2011,Mato Grosso do Sul,94.581,88.357,2477542,55133162451
4755,jul. 2011,Mato Grosso do Sul,98.532,88.585,2477542,55133162451
4756,ago. 2011,Mato Grosso do Sul,104.936,91.711,2477542,55133162451
4757,set. 2011,Mato Grosso do Sul,110.333,88.959,2477542,55133162451
4758,out. 2011,Mato Grosso do Sul,112.903,86.775,2477542,55133162451
4759,nov. 2011,Mato Grosso do Sul,117.004,87.965,2477542,55133162451
4760,dez. 2011,Mato Grosso do Sul,124.314,91.324,2477542,55133162451
4761,jan. 2012,Mato Grosso do Sul,124.554,84.514,2505088,62013200885
4762,fev. 2012,Mato Grosso do Sul,123.017,89.275,2505088,62013200885
4763,mar. 2012,Mato Grosso do Sul,128.907,93.913,2505088,62013200885
4764,abr. 2012,Mato Grosso do Sul,118.863,92.933,2505088,62013200885
4765,mai. 2012,Mato Grosso do Sul,111.187,94.898,2505088,62013200885
4766,jun. 2012,Mato Grosso do Sul,105.287,93.051,2505088,62013200885
4767,jul. 2012,Mato Grosso do Sul,100.995,96.341,2505088,62013200885
4768,ago. 2012,Mato Grosso do Sul,109.419,102.320,2505088,62013200885
4769,set. 2012,Mato Grosso do Sul,119.080,97.232,2505088,62013200885
4770,out. 2012,Mato Grosso do Sul,128.129,100.217,2505088,62013200885
4771,nov. 2012,Mato Grosso do Sul,140.528,102.163,2505088,62013200885
4772,dez. 2012,Mato Grosso do Sul,141.220,105.870,2505088,62013200885
4773,jan. 2013,Mato Grosso do Sul,141.510,101.990,2587269,69203201262
4774,fev. 2013,Mato Grosso do Sul,136.132,105.396,2587269,69203201262
4775,mar. 2013,Mato Grosso do Sul,137.742,108.960,2587269,69203201262
4776,abr. 2013,Mato Grosso do Sul,124.507,120.568,2587269,69203201262
4777,mai. 2013,Mato Grosso do Sul,124.691,117.100,2587269,69203201262
4778,jun. 2013,Mato Grosso do Sul,117.008,116.926,2587269,69203201262
4779,jul. 2013,Mato Grosso do Sul,117.007,103.809,2587269,69203201262
4780,ago. 2013,Mato Grosso do Sul,116.491,118.328,2587269,69203201262
4781,set. 2013,Mato Grosso do Sul,120.838,114.370,2587269,69203201262
4782,out. 2013,Mato Grosso do Sul,132.005,117.399,2587269,69203201262
4783,nov. 2013,Mato Grosso do Sul,143.711,120.882,2587269,69203201262
4784,dez. 2013,Mato Grosso do Sul,159.517,100.342,2587269,69203201262
4785,jan. 2014,Mato Grosso do Sul,158.760,95.561,2619657,78950132709
4786,fev. 2014,Mato Grosso do Sul,154.638,105.235,2619657,78950132709
4787,mar. 2014,Mato Grosso do Sul,150.228,100.597,2619657,78950132709
4788,abr. 2014,Mato Grosso do Sul,145.548,101.519,2619657,78950132709
4789,mai. 2014,Mato Grosso do Sul,137.004,101.433,2619657,78950132709
4790,jun. 2014,Mato Grosso do Sul,120.348,103.626,2619657,78950132709
4791,jul. 2014,Mato Grosso do Sul,124.892,107.333,2619657,78950132709
4792,ago. 2014,Mato Grosso do Sul,129.553,106.493,2619657,78950132709
4793,set. 2014,Mato Grosso do Sul,142.223,102.224,2619657,78950132709
4794,out. 2014,Mato Grosso do Sul,163.578,103.475,2619657,78950132709
4795,nov. 2014,Mato Grosso do Sul,165.699,104.858,2619657,78950132709
4796,dez. 2014,Mato Grosso do Sul,160.423,104.097,2619657,78950132709
4797,jan. 2015,Mato Grosso do Sul,180.761,98.462,2651235,83082554714
4798,fev. 2015,Mato Grosso do Sul,166.058,100.182,2651235,83082554714
4799,mar. 2015,Mato Grosso do Sul,161.339,105.287,2651235,83082554714
4800,abr. 2015,Mato Grosso do Sul,149.880,105.103,2651235,83082554714
4801,mai. 2015,Mato Grosso do Sul,134.928,99.460,2651235,83082554714
4802,jun. 2015,Mato Grosso do Sul,127.178,97.091,2651235,83082554714
4803,jul. 2015,Mato Grosso do Sul,125.565,94.193,2651235,83082554714
4804,ago. 2015,Mato Grosso do Sul,123.506,91.520,2651235,83082554714
4805,set. 2015,Mato Grosso do Sul,145.792,91.200,2651235,83082554714
4806,out. 2015,Mato Grosso do Sul,157.657,92.089,2651235,83082554714
4807,nov. 2015,Mato Grosso do Sul,163.057,90.675,2651235,83082554714
4808,dez. 2015,Mato Grosso do Sul,150.707,89.434,2651235,83082554714
4809,jan. 2016,Mato Grosso do Sul,169.294,80.891,2682386,91892285159
4810,fev. 2016,Mato Grosso do Sul,164.945,89.381,2682386,91892285159
4811,mar. 2016,Mato Grosso do Sul,165.769,90.344,2682386,91892285159
4812,abr. 2016,Mato Grosso do Sul,170.106,94.361,2682386,91892285159
4813,mai. 2016,Mato Grosso do Sul,143.325,91.994,2682386,91892285159
4814,jun. 2016,Mato Grosso do Sul,124.259,92.175,2682386,91892285159
4815,jul. 2016,Mato Grosso do Sul,119.599,93.703,2682386,91892285159
4816,ago. 2016,Mato Grosso do Sul,131.583,95.298,2682386,91892285159
4817,set. 2016,Mato Grosso do Sul,137.621,88.061,2682386,91892285159
4818,out. 2016,Mato Grosso do Sul,147.673,89.547,2682386,91892285159
4819,nov. 2016,Mato Grosso do Sul,157.393,89.000,2682386,91892285159
4820,dez. 2016,Mato Grosso do Sul,159.165,88.272,2682386,91892285159
4821,jan. 2017,Mato Grosso do Sul,176.611,90.359,2713147,96396433756
4822,fev. 2017,Mato Grosso do Sul,159.626,94.832,2713147,96396433756
4823,mar. 2017,Mato Grosso do Sul,181.955,101.693,2713147,96396433756
4824,abr. 2017,Mato Grosso do Sul,160.981,87.616,2713147,96396433756
4825,mai. 2017,Mato Grosso do Sul,149.682,94.757,2713147,96396433756
4826,jun. 2017,Mato Grosso do Sul,140.131,96.742,2713147,96396433756
4827,jul. 2017,Mato Grosso do Sul,128.970,93.546,2713147,96396433756
4828,ago. 2017,Mato Grosso do Sul,140.937,96.004,2713147,96396433756
4829,set. 2017,Mato Grosso do Sul,158.565,97.018,2713147,96396433756
4830,out. 2017,Mato Grosso do Sul,169.967,94.905,2713147,96396433756
4831,nov. 2017,Mato Grosso do Sul,168.094,98.366,2713147,96396433756
4832,dez. 2017,Mato Grosso do Sul,167.507,98.523,2713147,96396433756
4833,jan. 2018,Mato Grosso do Sul,178.414,103.433,2748023,106969141696
4834,fev. 2018,Mato Grosso do Sul,176.821,96.473,2748023,106969141696
4835,mar. 2018,Mato Grosso do Sul,176.405,104.884,2748023,106969141696
4836,abr. 2018,Mato Grosso do Sul,180.002,105.662,2748023,106969141696
4837,mai. 2018,Mato Grosso do Sul,170.308,101.232,2748023,106969141696
4838,jun. 2018,Mato Grosso do Sul,141.225,100.313,2748023,106969141696
4839,jul. 2018,Mato Grosso do Sul,143.376,106.047,2748023,106969141696
4840,ago. 2018,Mato Grosso do Sul,143.236,109.478,2748023,106969141696
4841,set. 2018,Mato Grosso do Sul,134.487,101.515,2748023,106969141696
4842,out. 2018,Mato Grosso do Sul,169.931,110.155,2748023,106969141696
4843,nov. 2018,Mato Grosso do Sul,171.273,110.804,2748023,106969141696
4844,dez. 2018,Mato Grosso do Sul,176.446,101.547,2748023,106969141696
4845,jan. 2019,Mato Grosso do Sul,209.574,111.802,2778986,106943246416
4846,fev. 2019,Mato Grosso do Sul,206.291,113.611,2778986,106943246416
4847,mar. 2019,Mato Grosso do Sul,184.883,112.289,2778986,106943246416
4848,abr. 2019,Mato Grosso do Sul,174.842,113.389,2778986,106943246416
4849,mai. 2019,Mato Grosso do Sul,175.386,115.402,2778986,106943246416
4850,jun. 2019,Mato Grosso do Sul,144.476,109.409,2778986,106943246416
4851,jul. 2019,Mato Grosso do Sul,147.065,110.363,2778986,106943246416
4852,ago. 2019,Mato Grosso do Sul,148.127,115.685,2778986,106943246416
4853,set. 2019,Mato Grosso do Sul,173.384,110.367,2778986,106943246416
4854,out. 2019,Mato Grosso do Sul,191.540,111.811,2778986,106943246416
4855,nov. 2019,Mato Grosso do Sul,200.899,115.804,2778986,106943246416
4856,dez. 2019,Mato Grosso do Sul,193.820,111.605,2778986,106943246416
4857,jan. 2020,Mato Grosso do Sul,196.146,113.502,2809394,122627726080
4858,fev. 2020,Mato Grosso do Sul,208.401,117.353,2809394,122627726080
4859,mar. 2020,Mato Grosso do Sul,203.722,121.323,2809394,122627726080
4860,abr. 2020,Mato Grosso do Sul,200.783,105.041,2809394,122627726080
4861,mai. 2020,Mato Grosso do Sul,173.176,115.205,2809394,122627726080
4862,jun. 2020,Mato Grosso do Sul,146.510,122.050,2809394,122627726080
4863,jul. 2020,Mato Grosso do Sul,155.870,127.219,2809394,122627726080
4864,ago. 2020,Mato Grosso do Sul,166.843,125.340,2809394,122627726080
4865,set. 2020,Mato Grosso do Sul,182.334,127.636,2809394,122627726080
4866,out. 2020,Mato Grosso do Sul,212.195,131.903,2809394,122627726080
4867,nov. 2020,Mato Grosso do Sul,191.701,121.790,2809394,122627726080
4868,dez. 2020,Mato Grosso do Sul,211.974,126.856,2809394,122627726080
4869,jan. 2004,Mato Grosso,105.341,61.688,2749145,33388670158
4870,fev. 2004,Mato Grosso,95.491,75.649,2749145,33388670158
4871,mar. 2004,Mato Grosso,102.378,88.713,2749145,33388670158
4872,abr. 2004,Mato Grosso,107.596,95.257,2749145,33388670158
4873,mai. 2004,Mato Grosso,95.553,94.127,2749145,33388670158
4874,jun. 2004,Mato Grosso,87.135,107.695,2749145,33388670158
4875,jul. 2004,Mato Grosso,92.386,115.334,2749145,33388670158
4876,ago. 2004,Mato Grosso,88.842,111.928,2749145,33388670158
4877,set. 2004,Mato Grosso,103.861,105.820,2749145,33388670158
4878,out. 2004,Mato Grosso,110.987,99.043,2749145,33388670158
4879,nov. 2004,Mato Grosso,110.771,89.824,2749145,33388670158
4880,dez. 2004,Mato Grosso,110.138,89.797,2749145,33388670158
4881,jan. 2005,Mato Grosso,106.211,72.946,2803274,34257054621
4882,fev. 2005,Mato Grosso,104.701,90.317,2803274,34257054621
4883,mar. 2005,Mato Grosso,112.487,99.555,2803274,34257054621
4884,abr. 2005,Mato Grosso,111.941,98.279,2803274,34257054621
4885,mai. 2005,Mato Grosso,106.145,103.517,2803274,34257054621
4886,jun. 2005,Mato Grosso,107.902,102.940,2803274,34257054621
4887,jul. 2005,Mato Grosso,98.971,110.086,2803274,34257054621
4888,ago. 2005,Mato Grosso,98.137,106.996,2803274,34257054621
4889,set. 2005,Mato Grosso,111.005,102.733,2803274,34257054621
4890,out. 2005,Mato Grosso,112.021,95.699,2803274,34257054621
4891,nov. 2005,Mato Grosso,116.947,89.840,2803274,34257054621
4892,dez. 2005,Mato Grosso,113.837,89.161,2803274,34257054621
4893,jan. 2006,Mato Grosso,107.430,77.896,2856999,30700164573
4894,fev. 2006,Mato Grosso,113.882,88.480,2856999,30700164573
4895,mar. 2006,Mato Grosso,110.371,99.594,2856999,30700164573
4896,abr. 2006,Mato Grosso,111.313,92.812,2856999,30700164573
4897,mai. 2006,Mato Grosso,103.274,84.526,2856999,30700164573
4898,jun. 2006,Mato Grosso,103.936,96.051,2856999,30700164573
4899,jul. 2006,Mato Grosso,103.749,105.342,2856999,30700164573
4900,ago. 2006,Mato Grosso,107.944,110.572,2856999,30700164573
4901,set. 2006,Mato Grosso,114.488,109.871,2856999,30700164573
4902,out. 2006,Mato Grosso,118.304,107.802,2856999,30700164573
4903,nov. 2006,Mato Grosso,122.832,104.543,2856999,30700164573
4904,dez. 2006,Mato Grosso,118.871,101.313,2856999,30700164573
4905,jan. 2007,Mato Grosso,116.808,88.691,2854642,38027578413
4906,fev. 2007,Mato Grosso,116.924,101.411,2854642,38027578413
4907,mar. 2007,Mato Grosso,117.968,113.725,2854642,38027578413
4908,abr. 2007,Mato Grosso,126.279,114.805,2854642,38027578413
4909,mai. 2007,Mato Grosso,115.905,117.976,2854642,38027578413
4910,jun. 2007,Mato Grosso,102.342,118.054,2854642,38027578413
4911,jul. 2007,Mato Grosso,105.479,124.370,2854642,38027578413
4912,ago. 2007,Mato Grosso,105.857,130.247,2854642,38027578413
4913,set. 2007,Mato Grosso,118.721,127.405,2854642,38027578413
4914,out. 2007,Mato Grosso,129.978,125.346,2854642,38027578413
4915,nov. 2007,Mato Grosso,123.135,114.853,2854642,38027578413
4916,dez. 2007,Mato Grosso,118.081,113.316,2854642,38027578413
4917,jan. 2008,Mato Grosso,120.465,99.154,2957732,49202505249
4918,fev. 2008,Mato Grosso,116.167,111.648,2957732,49202505249
4919,mar. 2008,Mato Grosso,117.276,122.425,2957732,49202505249
4920,abr. 2008,Mato Grosso,119.076,123.815,2957732,49202505249
4921,mai. 2008,Mato Grosso,114.003,125.673,2957732,49202505249
4922,jun. 2008,Mato Grosso,113.764,135.014,2957732,49202505249
4923,jul. 2008,Mato Grosso,110.733,142.438,2957732,49202505249
4924,ago. 2008,Mato Grosso,124.604,136.642,2957732,49202505249
4925,set. 2008,Mato Grosso,136.381,141.562,2957732,49202505249
4926,out. 2008,Mato Grosso,136.395,134.676,2957732,49202505249
4927,nov. 2008,Mato Grosso,142.621,128.700,2957732,49202505249
4928,dez. 2008,Mato Grosso,134.294,120.488,2957732,49202505249
4929,jan. 2009,Mato Grosso,134.930,107.406,3001692,52693416786
4930,fev. 2009,Mato Grosso,131.857,117.302,3001692,52693416786
4931,mar. 2009,Mato Grosso,135.470,134.946,3001692,52693416786
4932,abr. 2009,Mato Grosso,132.820,127.939,3001692,52693416786
4933,mai. 2009,Mato Grosso,132.324,141.368,3001692,52693416786
4934,jun. 2009,Mato Grosso,119.286,142.238,3001692,52693416786
4935,jul. 2009,Mato Grosso,122.370,150.219,3001692,52693416786
4936,ago. 2009,Mato Grosso,126.288,146.702,3001692,52693416786
4937,set. 2009,Mato Grosso,139.147,144.334,3001692,52693416786
4938,out. 2009,Mato Grosso,145.005,143.843,3001692,52693416786
4939,nov. 2009,Mato Grosso,140.653,131.814,3001692,52693416786
4940,dez. 2009,Mato Grosso,135.565,124.974,3001692,52693416786
4941,jan. 2010,Mato Grosso,140.247,122.495,3035122,56600955373
4942,fev. 2010,Mato Grosso,131.853,120.753,3035122,56600955373
4943,mar. 2010,Mato Grosso,147.789,143.244,3035122,56600955373
4944,abr. 2010,Mato Grosso,142.614,136.777,3035122,56600955373
4945,mai. 2010,Mato Grosso,139.749,143.346,3035122,56600955373
4946,jun. 2010,Mato Grosso,132.109,142.651,3035122,56600955373
4947,jul. 2010,Mato Grosso,131.257,147.228,3035122,56600955373
4948,ago. 2010,Mato Grosso,126.066,142.367,3035122,56600955373
4949,set. 2010,Mato Grosso,150.805,138.902,3035122,56600955373
4950,out. 2010,Mato Grosso,164.355,136.301,3035122,56600955373
4951,nov. 2010,Mato Grosso,150.120,133.973,3035122,56600955373
4952,dez. 2010,Mato Grosso,148.092,122.945,3035122,56600955373
4953,jan. 2011,Mato Grosso,139.876,124.833,3075936,69153956735
4954,fev. 2011,Mato Grosso,132.475,131.122,3075936,69153956735
4955,mar. 2011,Mato Grosso,143.167,158.646,3075936,69153956735
4956,abr. 2011,Mato Grosso,143.895,148.011,3075936,69153956735
4957,mai. 2011,Mato Grosso,144.805,158.342,3075936,69153956735
4958,jun. 2011,Mato Grosso,135.734,154.062,3075936,69153956735
4959,jul. 2011,Mato Grosso,130.754,159.123,3075936,69153956735
4960,ago. 2011,Mato Grosso,144.112,169.383,3075936,69153956735
4961,set. 2011,Mato Grosso,164.463,170.168,3075936,69153956735
4962,out. 2011,Mato Grosso,166.919,168.888,3075936,69153956735
4963,nov. 2011,Mato Grosso,161.682,155.284,3075936,69153956735
4964,dez. 2011,Mato Grosso,164.517,151.470,3075936,69153956735
4965,jan. 2012,Mato Grosso,146.954,131.684,3115336,79665691137
4966,fev. 2012,Mato Grosso,143.372,151.513,3115336,79665691137
4967,mar. 2012,Mato Grosso,157.426,164.043,3115336,79665691137
4968,abr. 2012,Mato Grosso,160.609,159.134,3115336,79665691137
4969,mai. 2012,Mato Grosso,159.435,171.604,3115336,79665691137
4970,jun. 2012,Mato Grosso,147.369,168.952,3115336,79665691137
4971,jul. 2012,Mato Grosso,145.868,178.695,3115336,79665691137
4972,ago. 2012,Mato Grosso,156.271,179.625,3115336,79665691137
4973,set. 2012,Mato Grosso,172.234,173.174,3115336,79665691137
4974,out. 2012,Mato Grosso,193.337,183.567,3115336,79665691137
4975,nov. 2012,Mato Grosso,185.566,169.786,3115336,79665691137
4976,dez. 2012,Mato Grosso,176.270,161.725,3115336,79665691137
4977,jan. 2013,Mato Grosso,177.645,158.111,3182113,89212918588
4978,fev. 2013,Mato Grosso,160.186,162.405,3182113,89212918588
4979,mar. 2013,Mato Grosso,177.443,182.498,3182113,89212918588
4980,abr. 2013,Mato Grosso,177.409,185.656,3182113,89212918588
4981,mai. 2013,Mato Grosso,176.676,183.586,3182113,89212918588
4982,jun. 2013,Mato Grosso,175.601,184.199,3182113,89212918588
4983,jul. 2013,Mato Grosso,176.330,193.046,3182113,89212918588
4984,ago. 2013,Mato Grosso,168.476,195.365,3182113,89212918588
4985,set. 2013,Mato Grosso,176.443,189.786,3182113,89212918588
4986,out. 2013,Mato Grosso,205.416,197.022,3182113,89212918588
4987,nov. 2013,Mato Grosso,206.629,180.831,3182113,89212918588
4988,dez. 2013,Mato Grosso,203.483,175.963,3182113,89212918588
4989,jan. 2014,Mato Grosso,182.181,156.888,3224357,101234520268
4990,fev. 2014,Mato Grosso,177.852,169.329,3224357,101234520268
4991,mar. 2014,Mato Grosso,187.567,177.705,3224357,101234520268
4992,abr. 2014,Mato Grosso,197.122,186.828,3224357,101234520268
4993,mai. 2014,Mato Grosso,201.607,190.374,3224357,101234520268
4994,jun. 2014,Mato Grosso,184.734,187.974,3224357,101234520268
4995,jul. 2014,Mato Grosso,182.002,202.072,3224357,101234520268
4996,ago. 2014,Mato Grosso,187.218,202.655,3224357,101234520268
4997,set. 2014,Mato Grosso,216.678,197.346,3224357,101234520268
4998,out. 2014,Mato Grosso,244.353,195.284,3224357,101234520268
4999,nov. 2014,Mato Grosso,228.642,182.877,3224357,101234520268
5000,dez. 2014,Mato Grosso,211.193,173.058,3224357,101234520268
5001,jan. 2015,Mato Grosso,208.739,154.283,3265486,107418318632
5002,fev. 2015,Mato Grosso,198.478,164.115,3265486,107418318632
5003,mar. 2015,Mato Grosso,204.492,177.500,3265486,107418318632
5004,abr. 2015,Mato Grosso,208.479,175.278,3265486,107418318632
5005,mai. 2015,Mato Grosso,200.978,171.410,3265486,107418318632
5006,jun. 2015,Mato Grosso,197.295,177.712,3265486,107418318632
5007,jul. 2015,Mato Grosso,184.325,181.464,3265486,107418318632
5008,ago. 2015,Mato Grosso,192.783,177.425,3265486,107418318632
5009,set. 2015,Mato Grosso,231.402,175.549,3265486,107418318632
5010,out. 2015,Mato Grosso,236.438,178.622,3265486,107418318632
5011,nov. 2015,Mato Grosso,235.406,160.843,3265486,107418318632
5012,dez. 2015,Mato Grosso,237.762,153.788,3265486,107418318632
5013,jan. 2016,Mato Grosso,215.754,141.715,3305531,123880295558
5014,fev. 2016,Mato Grosso,217.303,156.404,3305531,123880295558
5015,mar. 2016,Mato Grosso,226.484,163.980,3305531,123880295558
5016,abr. 2016,Mato Grosso,232.467,170.040,3305531,123880295558
5017,mai. 2016,Mato Grosso,204.629,168.956,3305531,123880295558
5018,jun. 2016,Mato Grosso,191.568,163.318,3305531,123880295558
5019,jul. 2016,Mato Grosso,184.485,167.887,3305531,123880295558
5020,ago. 2016,Mato Grosso,205.152,169.727,3305531,123880295558
5021,set. 2016,Mato Grosso,211.854,160.397,3305531,123880295558
5022,out. 2016,Mato Grosso,221.106,156.307,3305531,123880295558
5023,nov. 2016,Mato Grosso,224.141,150.705,3305531,123880295558
5024,dez. 2016,Mato Grosso,215.439,142.859,3305531,123880295558
5025,jan. 2017,Mato Grosso,207.682,147.498,3344544,126845897787
5026,fev. 2017,Mato Grosso,207.166,147.369,3344544,126845897787
5027,mar. 2017,Mato Grosso,233.603,161.726,3344544,126845897787
5028,abr. 2017,Mato Grosso,227.818,160.350,3344544,126845897787
5029,mai. 2017,Mato Grosso,233.244,170.968,3344544,126845897787
5030,jun. 2017,Mato Grosso,220.097,171.589,3344544,126845897787
5031,jul. 2017,Mato Grosso,195.997,172.459,3344544,126845897787
5032,ago. 2017,Mato Grosso,209.696,182.887,3344544,126845897787
5033,set. 2017,Mato Grosso,268.976,180.027,3344544,126845897787
5034,out. 2017,Mato Grosso,248.279,179.911,3344544,126845897787
5035,nov. 2017,Mato Grosso,242.428,165.186,3344544,126845897787
5036,dez. 2017,Mato Grosso,238.974,157.699,3344544,126845897787
5037,jan. 2018,Mato Grosso,235.189,151.925,3441998,137442852834
5038,fev. 2018,Mato Grosso,228.665,155.453,3441998,137442852834
5039,mar. 2018,Mato Grosso,246.479,173.573,3441998,137442852834
5040,abr. 2018,Mato Grosso,228.145,172.289,3441998,137442852834
5041,mai. 2018,Mato Grosso,246.824,167.438,3441998,137442852834
5042,jun. 2018,Mato Grosso,199.003,178.117,3441998,137442852834
5043,jul. 2018,Mato Grosso,211.414,184.079,3441998,137442852834
5044,ago. 2018,Mato Grosso,205.207,187.712,3441998,137442852834
5045,set. 2018,Mato Grosso,236.087,186.849,3441998,137442852834
5046,out. 2018,Mato Grosso,267.683,187.518,3441998,137442852834
5047,nov. 2018,Mato Grosso,259.477,178.676,3441998,137442852834
5048,dez. 2018,Mato Grosso,243.037,162.988,3441998,137442852834
5049,jan. 2019,Mato Grosso,252.626,164.683,3484466,142122027969
5050,fev. 2019,Mato Grosso,248.927,162.501,3484466,142122027969
5051,mar. 2019,Mato Grosso,255.146,173.903,3484466,142122027969
5052,abr. 2019,Mato Grosso,251.019,176.011,3484466,142122027969
5053,mai. 2019,Mato Grosso,261.834,180.794,3484466,142122027969
5054,jun. 2019,Mato Grosso,233.247,174.881,3484466,142122027969
5055,jul. 2019,Mato Grosso,233.727,187.790,3484466,142122027969
5056,ago. 2019,Mato Grosso,237.443,193.268,3484466,142122027969
5057,set. 2019,Mato Grosso,279.676,199.029,3484466,142122027969
5058,out. 2019,Mato Grosso,286.415,198.173,3484466,142122027969
5059,nov. 2019,Mato Grosso,278.382,189.436,3484466,142122027969
5060,dez. 2019,Mato Grosso,281.725,172.424,3484466,142122027969
5061,jan. 2020,Mato Grosso,270.975,162.781,3526220,178649563700
5062,fev. 2020,Mato Grosso,272.340,174.108,3526220,178649563700
5063,mar. 2020,Mato Grosso,272.590,186.771,3526220,178649563700
5064,abr. 2020,Mato Grosso,283.357,173.814,3526220,178649563700
5065,mai. 2020,Mato Grosso,275.645,189.685,3526220,178649563700
5066,jun. 2020,Mato Grosso,225.622,189.963,3526220,178649563700
5067,jul. 2020,Mato Grosso,252.539,199.842,3526220,178649563700
5068,ago. 2020,Mato Grosso,244.965,205.058,3526220,178649563700
5069,set. 2020,Mato Grosso,283.734,210.504,3526220,178649563700
5070,out. 2020,Mato Grosso,332.377,212.558,3526220,178649563700
5071,nov. 2020,Mato Grosso,330.971,195.349,3526220,178649563700
5072,dez. 2020,Mato Grosso,321.272,184.090,3526220,178649563700
5073,jan. 2004,Goiás,199.039,207.223,5508245,51103815346
5074,fev. 2004,Goiás,187.318,205.132,5508245,51103815346
5075,mar. 2004,Goiás,189.405,218.373,5508245,51103815346
5076,abr. 2004,Goiás,196.833,214.881,5508245,51103815346
5077,mai. 2004,Goiás,192.957,222.859,5508245,51103815346
5078,jun. 2004,Goiás,196.116,234.667,5508245,51103815346
5079,jul. 2004,Goiás,185.934,238.994,5508245,51103815346
5080,ago. 2004,Goiás,192.073,250.073,5508245,51103815346
5081,set. 2004,Goiás,209.570,248.616,5508245,51103815346
5082,out. 2004,Goiás,209.412,246.268,5508245,51103815346
5083,nov. 2004,Goiás,194.999,214.658,5508245,51103815346
5084,dez. 2004,Goiás,194.804,224.281,5508245,51103815346
5085,jan. 2005,Goiás,207.690,221.231,5619917,53865112567
5086,fev. 2005,Goiás,201.711,219.515,5619917,53865112567
5087,mar. 2005,Goiás,197.321,219.352,5619917,53865112567
5088,abr. 2005,Goiás,208.336,251.468,5619917,53865112567
5089,mai. 2005,Goiás,202.096,228.603,5619917,53865112567
5090,jun. 2005,Goiás,204.714,216.371,5619917,53865112567
5091,jul. 2005,Goiás,202.618,278.573,5619917,53865112567
5092,ago. 2005,Goiás,206.878,252.860,5619917,53865112567
5093,set. 2005,Goiás,221.940,246.492,5619917,53865112567
5094,out. 2005,Goiás,222.139,242.998,5619917,53865112567
5095,nov. 2005,Goiás,216.687,245.541,5619917,53865112567
5096,dez. 2005,Goiás,201.457,236.426,5619917,53865112567
5097,jan. 2006,Goiás,209.467,234.622,5730753,61375402643
5098,fev. 2006,Goiás,204.446,237.554,5730753,61375402643
5099,mar. 2006,Goiás,210.863,240.011,5730753,61375402643
5100,abr. 2006,Goiás,219.874,231.936,5730753,61375402643
5101,mai. 2006,Goiás,209.843,240.140,5730753,61375402643
5102,jun. 2006,Goiás,213.000,239.537,5730753,61375402643
5103,jul. 2006,Goiás,207.574,250.437,5730753,61375402643
5104,ago. 2006,Goiás,214.319,261.299,5730753,61375402643
5105,set. 2006,Goiás,229.914,223.605,5730753,61375402643
5106,out. 2006,Goiás,223.072,232.340,5730753,61375402643
5107,nov. 2006,Goiás,225.765,241.029,5730753,61375402643
5108,dez. 2006,Goiás,215.034,237.070,5730753,61375402643
5109,jan. 2007,Goiás,218.172,247.464,5647035,71410567717
5110,fev. 2007,Goiás,213.888,239.503,5647035,71410567717
5111,mar. 2007,Goiás,207.545,248.873,5647035,71410567717
5112,abr. 2007,Goiás,229.808,255.264,5647035,71410567717
5113,mai. 2007,Goiás,217.752,262.003,5647035,71410567717
5114,jun. 2007,Goiás,220.538,236.871,5647035,71410567717
5115,jul. 2007,Goiás,209.460,239.574,5647035,71410567717
5116,ago. 2007,Goiás,221.640,258.432,5647035,71410567717
5117,set. 2007,Goiás,230.083,217.035,5647035,71410567717
5118,out. 2007,Goiás,235.746,226.498,5647035,71410567717
5119,nov. 2007,Goiás,234.063,222.847,5647035,71410567717
5120,dez. 2007,Goiás,219.166,207.048,5647035,71410567717
5121,jan. 2008,Goiás,230.146,252.833,5844996,82417563800
5122,fev. 2008,Goiás,227.276,230.361,5844996,82417563800
5123,mar. 2008,Goiás,218.856,218.758,5844996,82417563800
5124,abr. 2008,Goiás,225.292,238.275,5844996,82417563800
5125,mai. 2008,Goiás,232.645,288.381,5844996,82417563800
5126,jun. 2008,Goiás,226.615,257.207,5844996,82417563800
5127,jul. 2008,Goiás,215.507,277.901,5844996,82417563800
5128,ago. 2008,Goiás,238.560,254.958,5844996,82417563800
5129,set. 2008,Goiás,240.236,259.026,5844996,82417563800
5130,out. 2008,Goiás,246.774,293.041,5844996,82417563800
5131,nov. 2008,Goiás,260.093,272.087,5844996,82417563800
5132,dez. 2008,Goiás,234.287,241.610,5844996,82417563800
5133,jan. 2009,Goiás,256.175,227.095,5926300,92865743084
5134,fev. 2009,Goiás,230.750,252.769,5926300,92865743084
